REPASSE DE MANUTENÇÃO;;;;;;;;;
;;DIRETORIA REGIONAL BAIXADAS LITORÂNEAS;;;;;;;
ITEM;código;ARARUAMA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
3;33006458;CE Johenir Henriques Viegas;00.772.013/0001-89;2090 - 0000102970; R$ 3.709,80 ;2021NE01467;2021NL01444;2021PD01794;2021LB17959
4;33006296;CE Laurindo Pita;00.780.085/0001-78;2090 - 0000102903; R$ 2.046,00 ;2021NE01467;2021NL01444;2021PD01794;2021LB17959
5;33099278;CIEP 275 Marx Lenine Cortes Falante;00.793.124/0001-71;2090 - 0000103047; R$ 11.351,80 ;2021NE01467;2021NL01444;2021PD01794;2021LB17959
5;;ITAOCARA;;; R$ 32.899,20 ;;;;
ITEM;código;ITAPERUNA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33001294;CE Buarque de Nazareth;30.403.836/0001-06;0587 - 0000766305; R$ 8.059,20 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
2;33001456;CE Chequer Jorge;30.403.794/0001-03;6777 - 0000000752; R$ 8.796,40 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
3;33001286;CE Dez de Maio;29.626.256/0001-90;6777 - 0000000426; R$ 14.213,80 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
4;33002312;CE Doutor José Bastos França;00.789.897/0001-84;0587 - 0000764043; R$ 5.495,20 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
5;33002614;CE Etelvina Alves da Silva ;00.764.972/0001-52;0587 - 0000766100; R$ 4.316,20 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
6;33002827;CE José Garcia de Freitas;30.407.605/0001-62;0587 - 0000764825; R$ 4.980,00 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
7;33001650;CE Lions Clube;30.407.878/0001-07;0587 - 0000764817; R$ 3.976,20 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
8;33001316;CE Luiz Ferraz;00.764.962/0001-17;0587 - 0000764060; R$ 8.028,00 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
9;33002258;CE Nicolao Bastos Filho;00.793.899/0001-47;6780 - 0000001791; R$ 6.583,60 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
10;33001332;CE Romualdo Monteiro de Barros;30.393.375/0001-20;0587 - 0000766208; R$ 5.970,80 ;2021NE01471;2021NL01447;2021PD01796;IMPEDIDA
11;33001359;CE Rotary;31.508.898/0001-37;6777 - 0000000884; R$ 3.600,00 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
12;33002126;CE Senador Sá Tinoco;00.774.568/0001-60;0587 - 0000764833; R$ 5.139,80 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
13;33001278;CIA de Itaperuna;00.778.887/0001-43;6777 - 0000000841; R$ 9.874,40 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
14;33093890;CIEP 263 Lina Bo Bardi;01.468.599/0001-55;0587 - 0000767000; R$ 11.140,00 ;2021NE01470;2021NL01445;2021PD01795;2021LB17960
14;;ITAPERUNA;;; R$ 100.173,60 ;;;;
ITEM;código;LAJE DO MURIAÉ;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33093555;CIEP 343 Professora Emília De Ligiero;00.784.588/0001-11;6780 - 0000001856; R$ 9.648,60 ;2021NE01474;2021NL01448;2021PD01797;
1;;LAJE DO MURIAÉ;;; R$ 9.648,60 ;;;;
ITEM;código;MIRACEMA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33006679;CE Deodato Linhares;00.710.676/0001-79;6789 - 0000002046; R$ 9.025,00 ;2021NE01475;2021NL01450;2021PD01798;2021LB17961
2;33007101;CE Manoel Rodrigues de Barros;30.394.670/0001-09;6789 - 0000002038; R$ 4.953,20 ;2021NE01477;2021NL01451;2021PD01799;IMPEDIDA
3;33094063;CIEP 267  Profª Maria Aparecida;00.793.121/0001-38;6789 - 0000002003; R$ 5.766,60 ;2021NE01475;2021NL01450;2021PD01798;2021LB17961
4;33006660;IE de Miracema;00.672.937/0001-03;6789 - 0000002062; R$ 9.115,40 ;2021NE01475;2021NL01450;2021PD01798;2021LB17961
5;33183422;CE PROFESSORA SONIA DO AMARAL TORRES;0;0; R$ 4.029,60 ;2021NE01479;2021NL01454;2021PD01800;IMPEDIDA
5;;MIRACEMA;;; R$ 32.889,80 ;;;;
ITEM;código;NATIVIDADE;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33131163;CE Coronel José Rosa da Silva;04.517.269/0001-09;0587 - 2501953; R$ 4.800,00 ;2021NE01481;2021NL01455;2021PD01801;2021LB17963
2;33003394;CE Flávio Ribeiro de Rezende;01.111.486/0001-06;0587 - 2501309; R$ 6.640,60 ;2021NE01481;2021NL01455;2021PD01801;2021LB17963
3;33003424;CE Francico Portella ;00.937.922/0001-20;0587 - 2501260; R$ 5.796,60 ;2021NE01481;2021NL01455;2021PD01801;2021LB17963
4;33003386;CIEP 468 Olga Thurler Mendonça da Fonseca;01.871.933/0001-17;0587 - 2501201; R$ 5.909,40 ;2021NE01481;2021NL01455;2021PD01801;2021LB17963
4;;NATIVIDADE;;; R$ 23.146,60 ;;;;
ITEM;código;PORCIÚNCULA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33004226;CE Deputado Carlos Pinto Filho;01.118.608/0001-88;0587 - 02701480; R$ 5.255,80 ;2021NE01482;2021NL01457;2021PD01802;2021LB17965
2;33004129;CE Geraldino Silva;00.920.146/0001-55;0587 - 02701472; R$ 3.600,00 ;2021NE01482;2021NL01457;2021PD01802;2021LB17965
3;33003858;CE José de Lannes Dantas Brandão;00.942.017/0001-68;0587 - 02701537; R$ 6.927,60 ;2021NE01482;2021NL01457;2021PD01802;2021LB17965
4;33097216;IE Eliana Duarte da Silva Breijão;03.267.312/0001-54;0587 - 02701545; R$ 7.088,40 ;2021NE01482;2021NL01457;2021PD01802;2021LB17965
4;;PORCIÚNCULA;;; R$ 22.871,80 ;;;;
ITEM;código;SANTO ANTÔNIO DE PÁDUA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33007403;CE Almirante Barão de Teffé ;01.122.598/0001-54 ;2047 - 0000127396; R$ 9.746,60 ;2021NE01484;2021NL01458;2021PD01803;2021LB17966
2;33007420;CE Doutor Leonel Homem da Costa ;01.118.976/0001-26 ;2047 - 0000127442; R$ 4.281,40 ;2021NE01484;2021NL01458;2021PD01803;2021LB17966
3;33142319;CE João Maurício Brum ;05.821.207/0001-40;2047 - 0000127493; R$ 5.390,80 ;2021NE01484;2021NL01458;2021PD01803;2021LB17966
4;33518211;CE Pedro Baptista de Souza;12.824.639/0001-70;2047 - 0000127698; R$ 4.219,00 ;2021NE01484;2021NL01458;2021PD01803;2021LB17966
5;33007306;CE Rui Guimarães de Almeida ;30.403.893/0001-87 ;2047 - 0000127558; R$ 5.176,20 ;2021NE01484;2021NL01458;2021PD01803;2021LB17966
6;33007900;CE Temístocles de Almeida                    ;01.119.865/0001-34 ;2047 - 0000127590; R$ 1.700,00 ;2021NE01484;2021NL01458;2021PD01803;2021LB17966
7;33183775;CE SUBTENENTE PM CLAUDIO HENTZY FERREIRA;0;0; R$ 4.000,00 ;2021NE01486;2021NL01459;2021PD01804;IMPEDIDA
7;;SANTO ANTÔNIO DE PÁDUA;;; R$ 34.514,00 ;;;;
ITEM;código;SÃO JOSÉ DE UBÁ;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33005664;CE Maria Leny Vieira Ferreira Silva ;00.785.057/0001-43;0587 - 1300504; R$ 8.746,20 ;2021NE01488;2021NL01461;2021PD01805;
1;;SÃO JOSÉ DE UBÁ;;; R$ 8.746,20 ;;;;
ITEM;código;VARRE-SAI;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33004447;CE Doutor Miguel Couto Filho;00.778.889/0001-32;6896 - 0000001228; R$ 12.139,40 ;2021NE01490;2021NL01462;2021PD01806;
1;;VARRE-SAI;;; R$ 12.139,40 ;;;;
57;;TOTAL DA REGIONAL NOROESTE FLUMINENSE;;; R$ 371.819,60 ;;;;
;;DIRETORIA REGIONAL NORTE FLUMINENSE;;;;;;;
ITEM;código;CAMPOS DOS GOYTACAZES;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33012040;CE Alcebíades Schwartz;00.777.266/0001-45;0065 - 0002103567; R$ 3.600,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
2;33011621;CE Almirante Barroso;00.781.456/0001-36;6642 - 0000001538; R$ 7.228,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
3;33011427;CE Atilano Chrysostomo de Oliveira;01.299.949/0001-05;6642 - 0000001473; R$ 8.206,40 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
4;33008388;CE Benta Pereira;39.705.470/0001-96;1857 - 0000034630; R$ 15.540,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
5;33008728;CE Constantino Fernandes ;00.704.914/0001-33;6642 - 0000001457; R$ 12.017,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
6;33011435;CE Coronel Francisco Ribeiro da Motta Vasconcelos;01.544.070/0001-73;6642 - 0000001562; R$ 5.971,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
7;33008396;CE Coronel João Batista de Paula Barroso;01.246.751/0001-55;6642 - 0000001589; R$ 15.736,40 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
8;33008736;CE Desembargador Alvaro Ferreira Pinto;01.304.072/0001-95;2850 - 0000267627; R$ 10.176,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
9;33008752;CE Dom Otaviano de Albuquerque;00.781.459/0001-70;0065 - 0002134586; R$ 9.279,20 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
10;33010650;CE Doutor Barros Barreto;01.902.988/0001-47;3953 - 0000011991; R$ 6.686,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
11;33008795;CE Doutor César Tinoco;00.718.224/0001-33;0065 - 0002103400; R$ 6.159,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
12;33008418;CE Doutor Félix Miranda;39.728.845/0001-33;0065 - 0002103281; R$ 18.209,20 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
13;33008817;CE Doutor João Murilo Carneiro de Oliveira;00.777.267/0001-90;0065 - 0002103320; R$ 3.400,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
14;33010889;CE Doutor José Pereira Pinto ;01.798.133/0001-18;0065 - 0002103389; R$ 4.800,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
15;33008841;CE Doutor Maximo de Azevedo;01.257.063/0001-90;0065 - 0002103303; R$ 3.084,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
16;33008850;CE Doutor Philippe Uebe;00.710.197/0001-52;0065 - 0002103575; R$ 6.038,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
17;33008434;CE Doutor Sylvio Bastos Tavares;01.118.075/0001-34;6642 - 0000001597; R$ 8.117,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
18;33008868;CE Doutor Thiers Cardoso;00.730.321/0001-41;6642 - 0000001465; R$ 15.818,40 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
19;33011311;CE Estefânia Pereira Pinto;01.449.006/0001-03;0065 - 0002103516; R$ 3.600,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
20;33008892;CE General Dutra;39.705.157/0001-58;1857 - 034606; R$ 10.039,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
21;33008442;CE João Pessoa ;36.572.626/0001-10;2850 - 267201; R$ 17.615,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
22;33008450;CE José do Patrocínio;01.419.899/0001-44;0065 - 0002102811; R$ 18.353,40 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
23;33008981;CE José Francisco de Salles ;00.720.341/0001-31;2850 - 0000267260; R$ 13.851,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
24;33009007;CE Julião Nogueira ;00.802.301/0001-39;2850 - 0000267511; R$ 7.527,20 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
25;33011400;CE Leôncio Pereira Gomes;00.777.394/0001-99;6642 - 0000001503; R$ 3.421,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
26;33011095;CE Manoel Pereira Gonçalves;01.898.237/0001-02;0065 - 0002103362; R$ 4.102,20 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
27;33011460;CE Maria Isabel Rangel de Araujo;02.509.843/0001-43;6642 - 0000001511; R$ 4.367,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
28;33011842;CE Nelson Pereira Rebel ;00.770.760/0001-88;2850 - 0000267503; R$ 13.388,20 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
29;33010170;CE Nilo Fernandes Pereira;01.865.209/0001-80;0065 - 0002103494; R$ 6.389,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
30;33008485;CE Nilo Peçanha;00.757.197/0001-08;6760 - 0000001066; R$ 24.818,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
31;33010269;CE Paulo Roberto Duarte de Mendonça;04.484.417/0001-28;2850 - 0000267350; R$ 5.286,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
32;33012083;CE Professor Herval de Souza Tavares;02.501.198/0001-12;0065 - 0002103443; R$ 1.700,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
33;33009120;CE Rotary II;00.718.223/0001-99;1857 - 0000034479; R$ 20.797,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
34;33010528;CE Theotônio Ferreira de Araujo;01.544.083/0001-42;0065 - 0002103370; R$ 5.666,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
35;33008493;CE Visconde do Rio Branco;00.693.839/0001-52;6642 - 0000001490; R$ 7.826,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
36;33008663;CE XV de Novembro;01.158.201/0001-84;0065 - 0002103540; R$ 6.210,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
37;33008957;EE Joaquim de Atayde;01.563.152/0001-65;2850 - 0000267520; R$ 3.896,40 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
38;33010315;EE Notival Pedro Moll ;01.396.872/0001-83;0065 - 0002103311; R$ 3.637,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
39;33008272;CIEP 056 Custódio Siqueira;01.089.314/0001-75;1857 - 0000034398; R$ 9.546,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
40;33008299;CIEP 057 Nilo Peçanha;00.785.020/0001-15;1857 - 0000034525; R$ 13.398,40 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
41;33100411;CIEP 268 Luis Carlos de Lacerda;00.665.960/0001-70;2850 - 0000267082; R$ 8.045,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
42;33094128;CIEP 270 Brizolão Prefeito José Alves de Azevedo;00.785.446/0001-79;2850 - 0000267198; R$ 4.885,80 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
43;33099758;CIEP 417 José do Patrocínio;01.923.174/0001-99;0065 - 0002102870; R$ 11.339,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
44;33093938;CIEP 461 Clóvis Tavares;00.785.442/0001-90;1857 - 0000034550; R$ 6.314,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
45;33097003;CIEP 462 Nação Goytacá;00.785.448/0001-68;0065 - 0002103346; R$ 7.556,00 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
46;33099111;CIEP 463 João Borges Barreto ;00.777.269/0001-89;1857 - 0000034673; R$ 13.028,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
47;33093946;CIEP 466 Nina Aroeira;02.351.381/0001-89;6642 - 0000001546; R$ 6.426,20 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
48;33010110;Liceu de Humanidades de Campos;30.399.570/0001-67;2850 - 0000268143; R$ 24.076,60 ;2021NE01428;2021NL01428;2021PD01819;2021LB18004
48;;CAMPOS DOS GOYTACAZES;;; R$ 447.181,60 ;;;;
ITEM;código;CARAPEBUS                                                                                     ;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33016070;CE Tomaz Gomes;01.133.649/0001-43;1545 - 1660675; R$ 8.286,40 ;2021NE01469;2021NL01425;2021PD01818;
1;;CARAPEBUS;;; R$ 8.286,40 ;;;;
ITEM;código;CARDOSO MOREIRA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33012121;CE Baltazar Carneiro;00.751.445/0001-03;0863 - 0000141704; R$ 7.615,20 ;2021NE01431;2021NL01431;2021PD01820;2021LB18005
2;33098662;CIEP 464 Admar Pereira de Medeiros;00.785.443/0001-35;0863 - 0000141780; R$ 7.785,00 ;2021NE01431;2021NL01431;2021PD01820;2021LB18005
2;;CARDOSO MOREIRA;;; R$ 15.400,20 ;;;;
ITEM;código;CONCEIÇÃO DE MACABU;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33015090;CE Bocaina;02.620.220/0001-43;6769 - 0000002291; R$ 3.400,00 ;2021NE01435;2021NL01434;2021PD01821;2021LB18006
2;33014809;CE Elsa Barbosa Daumas;01.443.868/0001-29;6769 - 0000002321; R$ 5.050,40 ;2021NE01435;2021NL01434;2021PD01821;2021LB18006
3;33014760;CE Tobias Tostes Machado;01.443.859/0001-38;6769 - 0000002461; R$ 9.719,40 ;2021NE01435;2021NL01434;2021PD01821;2021LB18006
4;33014817;EE José de Paula Barreto;01.178.063/0001-03;6769 - 0000002569; R$ 2.070,80 ;2021NE01435;2021NL01434;2021PD01821;2021LB18006
5;33014833;EE Maria Lobo Viana;01.443.866/0001-30;6769 - 0000002801; R$ 2.563,40 ;2021NE01435;2021NL01434;2021PD01821;2021LB18006
6;33014736;CIEP 271 José Bonifácio Tassara;01.443.856/0001-02;6769 - 0000002682; R$ 6.232,40 ;2021NE01435;2021NL01434;2021PD01821;2021LB18006
6;;CONCEIÇÃO DE MACABÚ;;; R$ 29.036,40 ;;;;
ITEM;código;MACAÉ;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33015279;CE Doutor Télio Barreto;01.130.775/0001-44;1545 - 0001148222; R$ 9.074,20 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
2;33015295;CE Irene Meirelles;00.785.411/0001-30;1545 - 0001148230; R$ 10.928,60 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
3;33015309;CE Jornalista Álvaro Bastos;01.107.118/0001-86;1545 - 0001148974; R$ 16.214,40 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
4;33015180;CE Luiz Reid;01.257.525/0001-70;1545 - 0001148001; R$ 19.505,00 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
5;33015317;CE Matias Neto ;01.171.992/0001-82;1545 - 0001149156; R$ 15.245,60 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
6;33015260;CE Primeiro de Maio;01.117.890/0001-89;1545 - 0001148508; R$ 4.826,60 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
7;33015740;CE Professora Vanilde Natalino Mattos;01.105.388/0001-58;1545 - 0001148257; R$ 8.980,20 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
8;33015341;CE Visconde de Araújo;01.080.907/0001-70;1545 - 0001150430; R$ 6.931,60 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
9;33015333;CE Rachel Reid Pereira de Souza;01.117.628/0001-34;1545 - 0001148206; R$ 5.560,60 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
10;33103119;CIEP 393 Prefeito Carlos Emair Mussi ;01.077.520/0001-65;1545 - 0001148400; R$ 14.930,60 ;2021NE01440;2021NL01437;2021PD01822;2021LB18007
10;;MACAÉ;;; R$ 112.197,40 ;;;;
ITEM;código;QUISSAMÃ                                                                                     ;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33016550;CE Visconde de Quissamã;00.916.005/0001-69;6809 - 0000000850; R$ 11.252,60 ;2021NE01472;2021NL01440;2021PD01825;
1;;QUISSAMÃ;;; R$ 11.252,60 ;;;;
ITEM;código;RIO DAS OSTRAS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33025525;CE Cinamono;02.233.858/0001-21;0883 - 0000287296; R$ 9.810,20 ;2021NE01447;2021NL01442;2021PD01826;2021LB18008
2;33025487;CE Jacintho Xavier Martins;01.927.876/0001-40;0883 - 0000286842; R$ 23.483,80 ;2021NE01447;2021NL01442;2021PD01826;2021LB18008
3;33025576;CE Rocha Leão ;01.395.204/0001-31;0883 - 0000286230; R$ 1.983,60 ;2021NE01447;2021NL01442;2021PD01826;2021LB18008
4;33097437;CIEP 257 Joaquim Rego Barros;01.907.464/0001-49;0883 - 0000287040; R$ 23.114,80 ;2021NE01447;2021NL01442;2021PD01826;2021LB18008
4;;RIO DAS OSTRAS;;; R$ 58.392,40 ;;;;
ITEM;código;SÃO FIDÉLIS;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33012458;CE Barão de Macaúbas;00.786.488/0001-24;6895 - 0000002135; R$ 4.828,40 ;2021NE01450;2021NL01446;2021PD01831;2021LB18009
2;33012393;CE de São Fidélis;00.857.485/0001-34;6895 - 0000002801; R$ 10.849,00 ;2021NE01450;2021NL01446;2021PD01831;2021LB18009
3;33013160;CE Elvídeo Costa ;00.786.490/0001-01;6895 - 0000002518; R$ 6.752,80 ;2021NE01450;2021NL01446;2021PD01831;2021LB18009
4;33013322;CE Geraque Collet;00.785.450/0001-37;6895 - 0000003905; R$ 2.210,20 ;2021NE01450;2021NL01446;2021PD01831;2021LB18009
5;33012407;CE Montese;00.786.106/0001-62;6895 - 0000002356; R$ 2.642,80 ;2021NE01450;2021NL01446;2021PD01831;2021LB18009
5;;SÃO FIDÉLIS;;; R$ 27.283,20 ;;;;
ITEM;código;SÃO FRANCISCO DO ITABAPOANA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33013802;CE Agostinho Chryzanto de Araújo;01.392.004/0001-25;0960 - 0000098272; R$ 2.268,00 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
2;33014086;CE Ana Nunes Viana;02.233.945/0001-89;0960 - 0000098469; R$ 3.800,00 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
3;33014116;CE Domires Machado;01.401.727/0001-43;0960 - 0000098264; R$ 4.738,20 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
4;33013837;CE Ercília Muylaert Menezes ;01.347.917/0001-20;0065 - 0002103559; R$ 1.700,00 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
5;33014310;CE Joaquim Gomes Crespo;02.385.593/0001-87;0960 - 0000098221; R$ 4.964,00 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
6;33013918;CE Pedro Cerqueira;01.657.306/0001-88;0960 - 0000098248; R$ 3.800,00 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
7;33013772;CE São Francisco de Paula;01.360.333/0001-94;0960 - 0000098418; R$ 10.656,20 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
8;33095140;CIEP 470 Celso Martins Cordeiro;01.117.402/0001-33;0960 - 0000098256; R$ 4.713,80 ;2021NE01452;2021NL01443;2021PD01829;2021LB18010
8;;SÃO FRANCISCO DE ITABAPOANA;;; R$ 36.640,20 ;;;;
ITEM;código;SÃO JOÃO DA BARRA;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33013535;CE Admardo Alves Torres;01.219.155/0001-86;0065 - 0002103427; R$ 4.070,40 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
2;33013497;CE Alberto Torres;01.223.805/0001-67;2850 - 0000268194; R$ 10.196,80 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
3;33170185;CE Chrisanto Henrique de Souza;31.747.804/0001-82;6585 - 104949; R$ 1.700,00 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
4;33013551;CE Doutor Newton Alves;01.635.920/0001-49;6585 - 0000001740; R$ 4.139,00 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
5;33013691;CE Doutor Olímpio Saturnino de Brito;01.544.076/0001-40;6642 - 0000001570; R$ 3.400,00 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
6;33014566;CE João Coelho da Silva;01.549.560/0001-62;2850 - 0000267643; R$ 1.844,80 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
7;33013683;CE Raimundo de Magalhães;02.385.612/0001-75;2850 - 0000268160; R$ 6.047,80 ;2021NE01455;2021NL01449;2021PD01832;2021LB18011
7;;SÃO JOÃO DA BARRA;;; R$ 31.398,80 ;;;;
92;;TOTAL DA REGIONAL NORTE FLUMINENSE;;; R$ 777.069,20 ;;;;
;;DIRETORIA REGIONAL SERRANA I;;;;;;;
ITEM;código;AREAL;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33016836;CE Mariano Procópio;00.729.110/0001-99;6756 - 0000001430; R$ 6.853,60 ;2021NE01476;2021NL01452;2021PD01834;
2;33183716;CE JOAQUIM VITAL VIEIRA;0;0; R$ 4.272,80 ;2021NE01480;2021NL01453;2021PD01836;IMPEDIDA
2;;AREAL;;; R$ 11.126,40 ;;;;
ITEM;código;COMENDADOR LEVY GASPARIAN;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33017000;CE Coronel Antônio Peçanha;00.894.730/0001-83;6766 - 0000002003; R$ 5.108,00 ;2021NE01483;2021NL01456;2021PD01839;
1;;COMENDADOR LEVY GASPARIAN;;; R$ 5.108,00 ;;;;
ITEM;código;GUAPIMIRIM;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33051097;CE Alcindo Guanabara;01.152.584/0001-83;0855 - 0000252743; R$ 13.381,20 ;2021NE01495;2021NL01460;2021PD01841;2021LB18012
2;33051127;CE Cortume Carioca;01.337.135/0001-00;0855 - 0000228559; R$ 6.465,80 ;2021NE01495;2021NL01460;2021PD01841;2021LB18012
3;33051100;CE Professora Alvina Valério da Silva;00.861.332/0001-60;0855 - 0000252840; R$ 8.644,80 ;2021NE01495;2021NL01460;2021PD01841;2021LB18012
3;;GUAPIMIRIM;;; R$ 28.491,80 ;;;;
ITEM;código;MAGÉ;CNPJ;CONTA CORRENTE BRADESCO; VALOR ; NE ; NL ; PD ; LISTA 
1;33053774;CE Coronel Sérgio José do Amaral;00.926.549/0001-01;6791 - 0000001325; R$ 4.927,80 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
2;33052816;CE de Magé;00.753.264/0001-16;6791 - 0000002003; R$ 16.079,00 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
3;33053693;CE Joaquim Leitão;01.324.088/0001-60;6791 - 0000005002; R$ 8.421,20 ;2021NE01496;2021NL01464;2021PD01845;2021LB18013
